Case ID,Priority,Issue Type,Report Channel,Variant,Step_count,Reassignment_count,Escalation_count,Has_Bounce,Workload_Index,Open_Hour,Is_Weekend,SLA_Violation,SLA_Risk_Probability,Risk_Level
INC8148,Low,Bug,Email,Variant 1,6,3,0.0,0,18,8,0,0,0.0,Dusuk
INC8149,Medium,Incident,Website,Variant 1,6,3,0.0,0,18,18,0,0,0.0,Dusuk
INC8150,Low,Bug,Website,Variant 1,6,3,0.0,0,18,8,1,0,0.0,Dusuk
INC8151,High,Performance Issue,Email,Variant 3,8,4,1.0,0,32,22,0,0,0.08994064207254392,Dusuk
INC8152,Medium,Service Request,Website,Variant 3,8,4,1.0,0,32,9,1,0,0.006910831495763765,Dusuk
INC8153,Medium,Feature Request,Website,Variant 5,12,4,1.0,1,48,17,0,0,0.04581035256307331,Dusuk
INC8154,Medium,Bug,Email,Variant 7,15,7,3.0,0,105,16,1,0,0.21192238468032298,Dusuk
INC8155,Low,Feature Request,Website,Variant 3,8,5,1.0,0,40,17,0,0,0.014423400702140215,Dusuk
INC8156,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,2,0,0,0.0019374195212224158,Dusuk
INC8157,Medium,Bug,Email,Variant 7,15,7,3.0,0,105,16,0,0,0.619023409091381,Orta
INC8158,Medium,Service Request,Website,Variant 2,4,3,0.0,1,12,7,0,0,0.0,Dusuk
INC8159,Medium,Feature Request,Email,Variant 8,10,3,0.0,0,30,19,1,0,0.02267983762433415,Dusuk
INC8160,Low,Performance Issue,Website,Variant 3,8,4,1.0,0,32,19,0,0,0.0,Dusuk
INC8161,Medium,Maintenance,Email,Variant 9,10,5,1.0,0,50,19,0,0,0.01147766364761083,Dusuk
INC8162,Medium,Feature Request,Email,Variant 3,8,5,1.0,0,40,0,0,0,0.0019374195212224158,Dusuk
INC8163,Medium,Incident,Email,Variant 4,7,5,1.0,0,35,2,0,0,0.011997852567193214,Dusuk
INC8164,Medium,Bug,Website,Variant 7,15,9,3.0,0,135,8,0,0,0.1897392949318414,Dusuk
INC8165,Medium,Service Request,App,Variant 3,8,5,1.0,0,40,6,0,0,0.0019374195212224158,Dusuk
INC8166,Medium,Performance Issue,App,Variant 3,8,4,1.0,0,32,6,1,0,0.0,Dusuk
INC8167,High,Technical Issue,Website,Variant 3,8,5,1.0,0,40,2,1,0,0.17665601741821682,Dusuk
INC8168,High,Technical Issue,Website,Variant 1,6,2,0.0,0,12,16,0,0,0.0,Dusuk
INC8169,High,Maintenance,Website,Variant 1,6,3,0.0,0,18,12,0,0,0.0,Dusuk
INC8170,Medium,Bug,Website,Variant 1,6,3,0.0,0,18,18,0,0,0.0,Dusuk
INC8171,Low,Bug,Website,Variant 5,12,5,1.0,1,60,19,0,0,0.059313213826408834,Dusuk
INC8172,Low,Service Request,Website,Variant 5,12,6,1.0,1,72,12,1,0,0.2070905237606713,Dusuk
INC8174,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,5,1,0,0.0,Dusuk
INC8175,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,14,0,0,0.0019374195212224158,Dusuk
INC8176,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,1,0,0,0.0019374195212224158,Dusuk
INC8177,Low,Bug,App,Variant 1,6,3,0.0,0,18,14,1,0,0.0,Dusuk
INC8178,High,Incident,Email,Variant 2,4,2,0.0,1,8,20,1,0,0.0,Dusuk
INC8179,Medium,Technical Issue,Email,Variant 8,10,3,0.0,0,30,2,1,0,0.08696547248465772,Dusuk
INC8180,Medium,Bug,Website,Variant 1,6,3,0.0,0,18,19,1,0,0.0,Dusuk
INC8181,High,Incident,Email,Variant 3,8,6,1.0,0,48,10,0,0,0.10007520162389742,Dusuk
INC8182,High,Feature Request,Website,Variant 8,10,3,0.0,0,30,12,0,1,0.9716009905524683,Yuksek
INC8183,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,20,1,0,0.0,Dusuk
INC8184,Low,Incident,Website,Variant 3,8,3,1.0,0,24,10,1,0,0.015283464622580593,Dusuk
INC8185,Low,Incident,Website,Variant 1,6,3,0.0,0,18,19,1,0,0.0,Dusuk
INC8186,Medium,Incident,Website,Variant 1,6,2,0.0,0,12,2,0,0,0.0,Dusuk
INC8187,Low,Bug,Email,Variant 1,6,3,0.0,0,18,1,0,0,0.0,Dusuk
INC8188,Medium,Bug,Email,Variant 7,15,8,3.0,0,120,11,0,1,0.8051547103308629,Yuksek
INC8189,Medium,Bug,Website,Variant 1,6,3,0.0,0,18,3,0,0,0.0,Dusuk
INC8190,High,Service Request,Website,Variant 1,6,3,0.0,0,18,19,0,0,0.0,Dusuk
INC8191,Low,Maintenance,Website,Variant 3,8,5,1.0,0,40,21,0,0,0.0,Dusuk
INC8192,High,Feature Request,Website,Variant 1,6,3,0.0,0,18,5,1,0,0.0,Dusuk
INC8193,Low,Feature Request,Website,Variant 2,4,2,0.0,1,8,10,0,0,0.0,Dusuk
INC8194,Low,Feature Request,Email,Variant 3,8,5,1.0,0,40,19,0,0,0.0,Dusuk
INC8195,Medium,Feature Request,Email,Variant 1,6,3,0.0,0,18,22,0,0,0.0,Dusuk
INC8196,Low,Incident,Email,Variant 1,6,2,0.0,0,12,13,0,0,0.0,Dusuk
INC8197,Medium,Performance Issue,Email,Variant 3,8,4,1.0,0,32,22,0,0,0.0019374195212224158,Dusuk
INC8198,Low,Bug,Website,Variant 12,6,3,0.0,0,18,22,0,0,0.0,Dusuk
INC8199,High,Bug,Website,Variant 2,4,2,0.0,1,8,16,1,0,0.0,Dusuk
INC8200,High,Feature Request,Email,Variant 1,6,2,0.0,0,12,21,0,0,0.0047064003522395235,Dusuk
INC8201,High,Incident,Website,Variant 10,6,4,1.0,1,24,10,0,0,0.0,Dusuk
INC8202,Low,Service Request,Website,Variant 3,8,5,1.0,0,40,19,0,0,0.0,Dusuk
INC8203,Medium,Service Request,Email,Variant 3,8,5,1.0,0,40,5,1,0,0.0,Dusuk
INC8204,High,Bug,Website,Variant 2,4,2,0.0,1,8,5,0,0,0.0,Dusuk
INC8205,Medium,Service Request,App,Variant 3,8,4,1.0,0,32,2,0,0,0.0019374195212224158,Dusuk
INC8206,High,Bug,Email,Variant 2,4,3,0.0,1,12,13,0,0,0.0,Dusuk
INC8207,Medium,Incident,Phone,Variant 11,6,3,0.0,0,18,22,0,0,0.0,Dusuk
INC8208,Low,Performance Issue,Email,Variant 1,6,2,0.0,0,12,1,0,0,0.0,Dusuk
INC8209,Medium,Bug,Email,Variant 7,15,9,3.0,0,135,7,0,1,0.7166226878266094,Yuksek
INC8210,Medium,Bug,Website,Variant 9,10,4,1.0,0,40,5,0,0,0.020012337754454653,Dusuk
INC8211,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,15,0,0,0.0019374195212224158,Dusuk
INC8212,High,Feature Request,Email,Variant 1,6,3,0.0,0,18,10,0,0,0.0,Dusuk
INC8213,Medium,Feature Request,Website,Variant 1,6,3,0.0,0,18,3,1,0,0.0,Dusuk
INC8214,Medium,Feature Request,Website,Variant 1,6,2,0.0,0,12,3,0,0,0.0,Dusuk
INC8215,Low,Incident,Website,Variant 1,6,3,0.0,0,18,2,0,0,0.0,Dusuk
INC8216,Medium,Feature Request,Website,Variant 1,6,3,0.0,0,18,3,0,0,0.0,Dusuk
INC8217,Medium,Bug,Website,Variant 4,7,5,1.0,0,35,16,0,0,0.005093712031701409,Dusuk
INC8218,Low,Performance Issue,Website,Variant 3,8,6,1.0,0,48,17,1,0,0.013144158123600744,Dusuk
INC8219,Medium,Incident,Website,Variant 3,8,5,1.0,0,40,12,1,0,0.0,Dusuk
INC8220,Medium,Feature Request,Email,Variant 5,12,5,1.0,1,60,21,0,0,0.029898178903597375,Dusuk
INC8221,Medium,Bug,Email,Variant 7,15,6,3.0,0,90,15,0,0,0.31085007416257143,Dusuk
INC8222,Medium,Feature Request,Email,Variant 3,8,4,1.0,0,32,7,1,0,0.0,Dusuk
INC8223,Medium,Feature Request,Email,Variant 1,6,3,0.0,0,18,2,0,0,0.0,Dusuk
INC8224,Medium,Feature Request,Email,Variant 12,6,3,0.0,0,18,9,0,0,0.0,Dusuk
INC8225,Medium,Technical Issue,Website,Variant 1,6,3,0.0,0,18,7,0,0,0.0,Dusuk
INC8226,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,12,1,0,0.0,Dusuk
INC8227,High,Performance Issue,Email,Variant 3,8,4,1.0,0,32,23,0,0,0.07787358539927464,Dusuk
INC8228,Low,Incident,Phone,Variant 3,8,5,1.0,0,40,4,0,0,0.002378573018024395,Dusuk
INC8229,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,0,0,0,0.0019374195212224158,Dusuk
INC8230,Medium,Service Request,Phone,Variant 3,8,5,1.0,0,40,5,0,0,0.004796855318887786,Dusuk
INC8231,Low,Feature Request,Email,Variant 3,8,6,1.0,0,48,2,0,0,0.013260470772576265,Dusuk
INC8232,Medium,Bug,Email,Variant 7,15,8,3.0,0,120,0,1,0,0.3146189173974984,Dusuk
INC8233,Low,Performance Issue,Website,Variant 3,8,4,1.0,0,32,0,0,0,0.0,Dusuk
INC8234,Medium,Performance Issue,Website,Variant 1,6,3,0.0,0,18,2,0,0,0.0,Dusuk
INC8235,High,Feature Request,Email,Variant 10,6,4,1.0,1,24,4,1,0,0.0,Dusuk
INC8236,Low,Performance Issue,Email,Variant 3,8,5,1.0,0,40,4,1,0,0.004018214905123583,Dusuk
INC8237,Low,Incident,Email,Variant 1,6,2,0.0,0,12,8,0,0,0.0,Dusuk
INC8238,Medium,Feature Request,Website,Variant 1,6,3,0.0,0,18,1,0,0,0.0,Dusuk
INC8239,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,18,1,0,0.0,Dusuk
INC8240,Low,Bug,Website,Variant 1,6,3,0.0,0,18,15,1,0,0.0,Dusuk
INC8241,Medium,Incident,Email,Variant 1,6,2,0.0,0,12,15,1,0,0.0,Dusuk
INC8242,Medium,Performance Issue,Phone,Variant 3,8,4,1.0,0,32,7,0,0,0.00655346851619729,Dusuk
INC8243,Medium,Feature Request,Email,Variant 3,8,4,1.0,0,32,2,0,0,0.0019374195212224158,Dusuk
INC8244,Medium,Maintenance,Website,Variant 3,8,5,1.0,0,40,20,0,0,0.0019374195212224158,Dusuk
INC8245,Medium,Feature Request,Email,Variant 3,8,4,1.0,0,32,15,0,0,0.0019374195212224158,Dusuk
INC8246,Medium,Incident,Website,Variant 3,8,4,1.0,0,32,5,0,0,0.0019374195212224158,Dusuk
INC8247,Low,Bug,Email,Variant 2,4,3,0.0,1,12,17,1,0,0.0,Dusuk
INC8248,Medium,Incident,Website,Variant 1,6,2,0.0,0,12,17,0,0,0.0,Dusuk
INC8249,High,Performance Issue,Email,Variant 3,8,3,1.0,0,24,1,0,0,0.09845872243380657,Dusuk
INC8250,Medium,Service Request,Email,Variant 5,12,6,1.0,1,72,10,0,0,0.08680316147661188,Dusuk
INC8251,High,Feature Request,App,Variant 3,8,6,1.0,0,48,17,0,0,0.38172936900880083,Dusuk
INC8252,High,Service Request,Website,Variant 1,6,2,0.0,0,12,4,1,0,0.0,Dusuk
INC8253,High,Feature Request,Email,Variant 1,6,3,0.0,0,18,12,1,0,0.0,Dusuk
INC8254,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,13,0,0,0.0019374195212224158,Dusuk
INC8255,Low,Feature Request,Website,Variant 10,6,4,1.0,1,24,10,0,0,0.0,Dusuk
INC8256,Medium,Feature Request,Email,Variant 5,12,5,1.0,1,60,22,0,0,0.030049437215650426,Dusuk
INC8257,Medium,Feature Request,Website,Variant 6,10,4,2.0,0,40,3,1,0,0.07713443129572728,Dusuk
INC8258,High,Technical Issue,Email,Variant 2,4,2,0.0,1,8,18,0,0,0.0,Dusuk
INC8259,Low,Technical Issue,Website,Variant 1,6,2,0.0,0,12,9,0,0,0.0,Dusuk
INC8260,Low,Service Request,Email,Variant 3,8,4,1.0,0,32,5,0,0,0.004205820028474147,Dusuk
INC8261,Low,Maintenance,Website,Variant 1,6,2,0.0,0,12,8,0,0,0.0,Dusuk
INC8262,Medium,Bug,App,Variant 1,6,2,0.0,0,12,14,1,0,0.0,Dusuk
INC8263,Medium,Bug,Email,Variant 4,7,3,1.0,0,21,23,1,0,0.004092301266880133,Dusuk
INC8264,Low,Performance Issue,Email,Variant 3,8,5,1.0,0,40,14,0,0,0.0,Dusuk
INC8265,Low,Maintenance,Email,Variant 1,6,3,0.0,0,18,4,0,0,0.0,Dusuk
INC8266,Medium,Feature Request,Website,Variant 1,6,3,0.0,0,18,14,0,0,0.0,Dusuk
INC8267,Medium,Feature Request,Website,Variant 11,6,3,0.0,0,18,1,1,0,0.0,Dusuk
INC8268,High,Performance Issue,Email,Variant 11,6,3,0.0,0,18,18,0,0,0.0,Dusuk
INC8269,Medium,Maintenance,Email,Variant 13,11,4,1.0,0,44,16,1,0,0.05017913424633586,Dusuk
INC8270,High,Incident,Email,Variant 1,6,3,0.0,0,18,18,0,0,0.0,Dusuk
INC8271,Low,Maintenance,Email,Variant 3,8,5,1.0,0,40,17,0,0,0.004589560520285792,Dusuk
INC8272,Low,Feature Request,App,Variant 3,8,6,1.0,0,48,13,1,0,0.0149096278734788,Dusuk
INC8273,Low,Incident,Website,Variant 3,8,3,1.0,0,24,2,1,0,0.005961015275366196,Dusuk
INC8274,High,Bug,Website,Variant 2,4,2,0.0,1,8,13,0,0,0.0,Dusuk
INC8275,High,Bug,Email,Variant 7,15,9,3.0,0,135,23,1,1,0.9845392122599194,Yuksek
INC8276,Low,Incident,Email,Variant 1,6,3,0.0,0,18,7,1,0,0.0,Dusuk
INC8278,High,Maintenance,Website,Variant 5,12,5,1.0,1,60,19,0,1,0.9079852335076142,Yuksek
INC8279,Medium,Bug,Website,Variant 7,15,7,3.0,0,105,6,0,0,0.11062167924291141,Dusuk
INC8280,Low,Feature Request,Email,Variant 3,8,4,1.0,0,32,9,1,0,0.0,Dusuk
INC8281,Medium,Service Request,Email,Variant 3,8,6,1.0,0,48,2,0,0,0.02130107095212746,Dusuk
INC8282,Medium,Bug,Website,Variant 11,6,2,0.0,0,12,17,0,0,0.0,Dusuk
INC8283,Medium,Performance Issue,Email,Variant 3,8,4,1.0,0,32,10,1,0,0.0,Dusuk
INC8284,Medium,Feature Request,Website,Variant 3,8,6,1.0,0,48,6,1,0,0.019442613676808072,Dusuk
INC8285,Medium,Service Request,Email,Variant 1,6,3,0.0,0,18,11,0,0,0.0,Dusuk
INC8286,Medium,Incident,Email,Variant 3,8,4,1.0,0,32,0,0,0,0.0019374195212224158,Dusuk
INC8287,Medium,Bug,App,Variant 1,6,2,0.0,0,12,11,1,0,0.0,Dusuk
INC8288,Medium,Feature Request,Email,Variant 3,8,4,1.0,0,32,18,1,0,0.0,Dusuk
INC8289,Medium,Feature Request,Website,Variant 8,10,2,0.0,0,20,7,0,0,0.04402458069999903,Dusuk
INC8290,Medium,Performance Issue,Email,Variant 1,6,2,0.0,0,12,0,0,0,0.0,Dusuk
INC8291,High,Maintenance,Website,Variant 1,6,3,0.0,0,18,6,0,0,0.0,Dusuk
INC8292,Low,Feature Request,Phone,Variant 3,8,4,1.0,0,32,22,1,0,0.012803320952380869,Dusuk
INC8293,Low,Incident,Website,Variant 3,8,5,1.0,0,40,10,1,0,0.019104904818852287,Dusuk
INC8294,High,Feature Request,Website,Variant 1,6,3,0.0,0,18,1,1,0,0.0,Dusuk
INC8295,Medium,Bug,Website,Variant 7,15,8,3.0,0,120,20,1,0,0.2887855377590049,Dusuk
INC8296,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,18,0,0,0.0019374195212224158,Dusuk
INC8297,Medium,Technical Issue,Website,Variant 13,11,3,1.0,0,33,10,1,0,0.09263663564793564,Dusuk
INC8298,Low,Incident,Email,Variant 1,6,2,0.0,0,12,22,0,0,0.0,Dusuk
INC8299,High,Incident,Website,Variant 9,10,4,1.0,0,40,16,0,0,0.7714842362223561,Yuksek
INC8300,Medium,Maintenance,Website,Variant 1,6,3,0.0,0,18,5,0,0,0.0,Dusuk
INC8301,Low,Bug,Email,Variant 1,6,3,0.0,0,18,14,0,0,0.0,Dusuk
INC8302,High,Incident,Email,Variant 1,6,3,0.0,0,18,5,1,0,0.0,Dusuk
INC8303,Medium,Performance Issue,Website,Variant 4,7,4,1.0,0,28,23,0,0,0.008490135579329658,Dusuk
INC8304,Medium,Maintenance,Email,Variant 1,6,3,0.0,0,18,14,1,0,0.0,Dusuk
INC8305,High,Technical Issue,Website,Variant 1,6,2,0.0,0,12,4,1,0,0.0,Dusuk
INC8306,Medium,Bug,Email,Variant 1,6,3,0.0,0,18,6,0,0,0.0,Dusuk
INC8307,Medium,Performance Issue,Email,Variant 3,8,3,1.0,0,24,7,0,0,0.0019374195212224158,Dusuk
INC8308,Medium,Feature Request,App,Variant 3,8,3,1.0,0,24,15,1,0,0.020212891357144262,Dusuk
INC8309,Medium,Performance Issue,App,Variant 1,6,3,0.0,0,18,4,1,0,0.0,Dusuk
INC8310,Medium,Performance Issue,Email,Variant 3,8,5,1.0,0,40,17,0,0,0.0019374195212224158,Dusuk
INC8311,High,Service Request,Website,Variant 1,6,3,0.0,0,18,20,1,0,0.0,Dusuk
INC8312,Low,Feature Request,Email,Variant 1,6,3,0.0,0,18,20,0,0,0.0,Dusuk
INC8313,High,Technical Issue,Website,Variant 3,8,5,1.0,0,40,2,0,1,0.5317597702704371,Orta
INC8314,High,Feature Request,Email,Variant 3,8,5,1.0,0,40,7,0,0,0.7350247610395668,Yuksek
INC8315,Low,Performance Issue,Website,Variant 3,8,5,1.0,0,40,9,0,0,0.0,Dusuk
INC8316,Medium,Incident,Phone,Variant 1,6,3,0.0,0,18,18,1,0,0.0,Dusuk
INC8317,Low,Bug,Website,Variant 1,6,2,0.0,0,12,9,0,0,0.0,Dusuk
INC8318,Low,Technical Issue,Email,Variant 1,6,3,0.0,0,18,18,0,0,0.0,Dusuk
INC8320,Medium,Bug,App,Variant 1,6,3,0.0,0,18,2,0,0,0.0,Dusuk
INC8321,Medium,Bug,Website,Variant 2,4,3,0.0,1,12,10,0,0,0.0,Dusuk
INC8322,Low,Incident,Email,Variant 6,10,6,2.0,0,60,15,0,0,0.04501728208583861,Dusuk
INC8323,Medium,Technical Issue,Website,Variant 12,6,4,0.0,0,24,12,0,0,0.003267427158160926,Dusuk
INC8324,Medium,Performance Issue,Website,Variant 3,8,3,1.0,0,24,12,1,0,0.0,Dusuk
INC8325,High,Performance Issue,Email,Variant 3,8,4,1.0,0,32,8,1,0,0.27989402842091676,Dusuk
INC8326,Low,Incident,Website,Variant 1,6,3,0.0,0,18,8,1,0,0.0,Dusuk
INC8327,Medium,Performance Issue,Email,Variant 3,8,4,1.0,0,32,3,0,0,0.0019374195212224158,Dusuk
INC8328,Low,Performance Issue,Email,Variant 3,8,5,1.0,0,40,15,0,0,0.0,Dusuk
INC8329,Medium,Performance Issue,Email,Variant 3,8,3,1.0,0,24,11,0,0,0.0019374195212224158,Dusuk
INC8330,Medium,Feature Request,Email,Variant 1,6,3,0.0,0,18,21,0,0,0.0,Dusuk
INC8331,Low,Feature Request,Email,Variant 3,8,4,1.0,0,32,10,1,0,0.0,Dusuk
INC8332,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,7,0,0,0.0019374195212224158,Dusuk
INC8333,High,Performance Issue,Email,Variant 3,8,6,1.0,0,48,14,0,0,0.31396823440380545,Dusuk
INC8334,High,Feature Request,Email,Variant 1,6,2,0.0,0,12,4,0,0,0.0,Dusuk
INC8335,Medium,Feature Request,Website,Variant 6,10,7,2.0,0,70,9,1,0,0.020728876491267804,Dusuk
INC8336,Low,Service Request,Email,Variant 4,7,5,1.0,0,35,7,0,0,0.0,Dusuk
INC8337,Medium,Performance Issue,Email,Variant 3,8,4,1.0,0,32,12,0,0,0.0019374195212224158,Dusuk
INC8338,Medium,Bug,Website,Variant 7,15,8,3.0,0,120,15,0,0,0.07578860536660788,Dusuk
INC8339,Medium,Maintenance,Website,Variant 2,4,3,0.0,1,12,5,1,0,0.0,Dusuk
INC8340,High,Feature Request,Email,Variant 1,6,2,0.0,0,12,23,0,0,0.007208741375479499,Dusuk
INC8341,Medium,Incident,Website,Variant 3,8,4,1.0,0,32,18,0,0,0.0019374195212224158,Dusuk
INC8342,Medium,Performance Issue,App,Variant 3,8,5,1.0,0,40,10,0,0,0.0019374195212224158,Dusuk
INC8343,Medium,Feature Request,Email,Variant 3,8,6,1.0,0,48,10,1,0,0.0,Dusuk
INC8344,Medium,Bug,Website,Variant 10,6,3,1.0,1,18,18,0,0,0.0,Dusuk
INC8345,High,Maintenance,Website,Variant 1,6,2,0.0,0,12,15,1,0,0.0,Dusuk
INC8346,Medium,Bug,Website,Variant 5,12,5,1.0,1,60,22,0,0,0.03834070187520592,Dusuk
INC8347,Medium,Feature Request,Email,Variant 3,8,4,1.0,0,32,23,0,0,0.0019374195212224158,Dusuk
INC8348,Medium,Performance Issue,Phone,Variant 3,8,5,1.0,0,40,11,0,0,0.0019374195212224158,Dusuk
INC8349,Medium,Incident,Email,Variant 2,4,3,0.0,1,12,20,1,0,0.0,Dusuk
INC8350,Low,Feature Request,Website,Variant 1,6,3,0.0,0,18,5,0,0,0.0,Dusuk
INC8351,Low,Maintenance,Website,Variant 1,6,3,0.0,0,18,13,0,0,0.0,Dusuk
INC8352,Medium,Incident,Email,Variant 8,10,3,0.0,0,30,2,0,0,0.0343693019849356,Dusuk
INC8353,Low,Feature Request,Website,Variant 1,6,3,0.0,0,18,21,1,0,0.0,Dusuk
INC8354,Low,Bug,Email,Variant 1,6,3,0.0,0,18,19,0,0,0.0,Dusuk
INC8355,High,Performance Issue,Website,Variant 3,8,5,1.0,0,40,6,0,0,0.08804489545518385,Dusuk
INC8356,Medium,Maintenance,Website,Variant 3,8,5,1.0,0,40,4,1,0,0.0,Dusuk
INC8357,High,Incident,Website,Variant 4,7,5,1.0,0,35,23,0,0,0.044235304079199914,Dusuk
INC8358,Low,Maintenance,Email,Variant 1,6,3,0.0,0,18,4,0,0,0.0,Dusuk
INC8359,High,Service Request,Email,Variant 5,12,6,1.0,1,72,3,1,1,0.8989492812869432,Yuksek
INC8360,Medium,Bug,Website,Variant 8,10,2,0.0,0,20,21,0,0,0.05024460712425794,Dusuk
INC8361,Medium,Bug,Email,Variant 4,7,5,1.0,0,35,4,0,0,0.0025555314062160406,Dusuk
INC8362,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,17,0,0,0.0019374195212224158,Dusuk
INC8363,Medium,Performance Issue,Phone,Variant 3,8,5,1.0,0,40,2,0,0,0.0019374195212224158,Dusuk
INC8364,Medium,Performance Issue,Website,Variant 5,12,5,1.0,1,60,15,1,0,0.04065278476454732,Dusuk
INC8365,Medium,Bug,Website,Variant 7,15,9,3.0,0,135,2,0,0,0.8822019734806951,Yuksek
INC8366,Low,Bug,Website,Variant 1,6,3,0.0,0,18,1,0,0,0.0,Dusuk
INC8367,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,18,0,0,0.0019374195212224158,Dusuk
INC8368,Medium,Performance Issue,Email,Variant 3,8,4,1.0,0,32,8,1,0,0.0,Dusuk
INC8369,Medium,Feature Request,Website,Variant 8,10,3,0.0,0,30,16,0,0,0.004053076924636692,Dusuk
INC8370,Medium,Bug,Website,Variant 1,6,3,0.0,0,18,21,0,0,0.0,Dusuk
INC8371,Medium,Service Request,Website,Variant 1,6,3,0.0,0,18,2,0,0,0.0,Dusuk
INC8372,High,Bug,Website,Variant 1,6,3,0.0,0,18,0,1,0,0.0,Dusuk
INC8373,Medium,Bug,Email,Variant 5,12,4,1.0,1,48,19,1,0,0.04233342681462192,Dusuk
INC8374,Medium,Feature Request,App,Variant 3,8,5,1.0,0,40,3,0,0,0.007092448965070049,Dusuk
INC8375,Low,Performance Issue,Website,Variant 3,8,3,1.0,0,24,1,0,0,0.017855575517820327,Dusuk
INC8376,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,13,0,0,0.0019374195212224158,Dusuk
INC8377,Low,Feature Request,Website,Variant 3,8,4,1.0,0,32,21,0,0,0.0016687482259437974,Dusuk
INC8378,Medium,Feature Request,Email,Variant 3,8,5,1.0,0,40,19,1,0,0.0,Dusuk
INC8379,Medium,Performance Issue,Website,Variant 1,6,3,0.0,0,18,20,0,0,0.0,Dusuk
INC8380,High,Bug,Website,Variant 1,6,3,0.0,0,18,16,0,0,0.0,Dusuk
INC8381,Medium,Technical Issue,Email,Variant 1,6,3,0.0,0,18,9,0,0,0.0,Dusuk
INC8382,Medium,Performance Issue,Email,Variant 1,6,3,0.0,0,18,23,0,0,0.0,Dusuk
INC8383,High,Feature Request,Email,Variant 4,7,4,1.0,0,28,16,0,0,0.053147154007143094,Dusuk
INC8384,High,Feature Request,Email,Variant 3,8,5,1.0,0,40,10,1,0,0.08491635942827569,Dusuk
INC8385,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,10,0,0,0.0019374195212224158,Dusuk
INC8386,Medium,Feature Request,Website,Variant 3,8,5,1.0,0,40,13,1,0,0.0,Dusuk
INC8387,High,Bug,Email,Variant 7,15,7,3.0,0,105,11,0,1,0.9966560987845513,Yuksek
INC8388,High,Feature Request,Website,Variant 2,4,2,0.0,1,8,3,1,0,0.0,Dusuk
INC8389,Low,Feature Request,Website,Variant 3,8,3,1.0,0,24,9,0,0,0.0023785730180243946,Dusuk
INC8390,Medium,Feature Request,Email,Variant 1,6,3,0.0,0,18,11,0,0,0.0,Dusuk
INC8391,Medium,Feature Request,Phone,Variant 1,6,3,0.0,0,18,7,0,0,0.0,Dusuk
INC8392,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,6,0,0,0.0019374195212224158,Dusuk
INC8393,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,7,0,0,0.0019374195212224158,Dusuk
INC8394,High,Incident,Website,Variant 3,8,4,1.0,0,32,5,0,0,0.5981380104798499,Orta
INC8395,Medium,Feature Request,Website,Variant 4,7,6,1.0,0,42,23,1,0,0.002611032154912063,Dusuk
INC8396,Medium,Incident,Website,Variant 3,8,6,1.0,0,48,10,0,0,0.0018771952231943295,Dusuk
INC8397,Low,Bug,Website,Variant 2,4,3,0.0,1,12,3,1,0,0.0,Dusuk
INC8398,Low,Bug,Website,Variant 1,6,3,0.0,0,18,17,0,0,0.0,Dusuk
INC8399,High,Incident,Email,Variant 1,6,3,0.0,0,18,9,0,0,0.0,Dusuk
INC8400,Medium,Bug,Email,Variant 7,15,9,3.0,0,135,8,0,0,0.709133658592074,Yuksek
INC8401,High,Incident,Email,Variant 3,8,5,1.0,0,40,3,1,0,0.13655545675200562,Dusuk
INC8402,Medium,Service Request,Website,Variant 3,8,5,1.0,0,40,4,0,0,0.0019374195212224158,Dusuk
INC8403,High,Performance Issue,App,Variant 3,8,3,1.0,0,24,9,0,0,0.22029037708306162,Dusuk
INC8405,Low,Service Request,Website,Variant 13,11,5,1.0,0,55,2,1,0,0.13011946003058925,Dusuk
INC8406,High,Performance Issue,Email,Variant 3,8,4,1.0,0,32,3,1,0,0.6213960699136909,Orta
INC8407,Medium,Technical Issue,Website,Variant 9,10,4,1.0,0,40,23,0,0,0.07875714772692065,Dusuk
INC8408,Medium,Bug,Email,Variant 8,10,2,0.0,0,20,8,0,0,0.05102348915600834,Dusuk
INC8409,Medium,Bug,Email,Variant 9,10,5,1.0,0,50,0,0,0,0.061669890923310364,Dusuk
INC8410,Medium,Bug,Email,Variant 7,15,8,3.0,0,120,21,0,0,0.19828550177321294,Dusuk
INC8411,Medium,Bug,Website,Variant 1,6,3,0.0,0,18,2,0,0,0.0,Dusuk
